le_index,we_index,length_class,numbers_length,length_unit,comments
8490,1649,27.5,19,cm below,
8491,1649,28.5,6,cm below,
8492,1649,29.5,7,cm below,
8493,1649,30.5,4,cm below,
8494,1649,31.5,5,cm below,
8495,1649,33.5,1,cm below,
8496,1650,38.5,1,cm below,
8497,1651,25.5,2,cm below,
8498,1651,26.5,1,cm below,
8499,1651,27.5,3,cm below,
8500,1651,28.5,5,cm below,
8501,1651,29.5,3,cm below,
8502,1651,30.5,4,cm below,
8503,1651,31.5,2,cm below,
8504,1651,32.5,2,cm below,
8505,1651,33.5,1,cm below,
8506,1651,35.5,6,cm below,
8507,1651,36.5,4,cm below,
8508,1651,37.5,1,cm below,
8509,1651,38.5,2,cm below,
8510,1651,41.5,2,cm below,
8511,1651,42.5,1,cm below,
8512,1652,26.5,3,cm below,
8513,1652,27.5,9,cm below,
8514,1652,28.5,12,cm below,
8515,1652,29.5,15,cm below,
8516,1652,30.5,13,cm below,
8517,1652,31.5,15,cm below,
8518,1652,32.5,13,cm below,
8519,1652,33.5,13,cm below,
8520,1652,34.5,7,cm below,
8521,1652,35.5,8,cm below,
8522,1652,36.5,6,cm below,
8523,1652,37.5,5,cm below,
8524,1652,38.5,4,cm below,
8525,1652,39.5,1,cm below,
8526,1652,41.5,3,cm below,
8527,1652,45.5,1,cm below,
8528,1652,47.5,1,cm below,
8529,1653,32.5,2,cm below,
8530,1653,35.5,1,cm below,
8531,1653,36.5,1,cm below,
8532,1653,37.5,1,cm below,
8533,1654,21.5,1,cm below,
8534,1654,23.5,1,cm below,
8535,1655,21.5,1,cm below,
8536,1655,23.5,3,cm below,
8537,1655,24.5,2,cm below,
8538,1655,25.5,2,cm below,
8539,1655,29.5,1,cm below,
8540,1655,30.5,1,cm below,
8541,1655,31.5,2,cm below,
8542,1655,34.5,4,cm below,
8543,1656,21.5,1,cm below,
8544,1656,22.5,2,cm below,
8545,1656,23.5,8,cm below,
8546,1656,24.5,8,cm below,
8547,1657,22.5,1,cm below,
8548,1657,23.5,2,cm below,
8549,1657,24.5,4,cm below,
8550,1657,25.5,6,cm below,
8551,1657,26.5,3,cm below,
8552,1657,27.5,5,cm below,
8553,1657,28.5,3,cm below,
8554,1657,31.5,3,cm below,
8555,1657,32.5,1,cm below,
8556,1659,22.5,2,cm below,
8557,1659,23.5,1,cm below,
8558,1659,25.5,3,cm below,
8559,1660,23.5,1,cm below,
8560,1660,24.5,1,cm below,
8561,1660,26.5,3,cm below,
8562,1660,27.5,1,cm below,
8563,1660,28.5,1,cm below,
8564,1660,29.5,1,cm below,
8565,1661,34.5,1,cm below,
8566,1662,35.5,2,cm below,
8567,1662,36.5,3,cm below,
8568,1662,37.5,3,cm below,
8569,1662,38.5,4,cm below,
8570,1662,39.5,2,cm below,
8571,1662,40.5,12,cm below,
8572,1662,41.5,8,cm below,
8573,1662,42.5,8,cm below,
8574,1662,43.5,14,cm below,
8575,1662,44.5,14,cm below,
8576,1662,45.5,16,cm below,
8577,1662,46.5,30,cm below,
8578,1662,47.5,23,cm below,
8579,1662,48.5,18,cm below,
8580,1662,49.5,15,cm below,
8581,1662,50.5,22,cm below,
8582,1662,51.5,23,cm below,
8583,1662,52.5,19,cm below,
8584,1662,53.5,11,cm below,
8585,1662,54.5,11,cm below,
8586,1662,55.5,6,cm below,
8587,1662,56.5,5,cm below,
8588,1662,57.5,2,cm below,
8589,1662,58.5,1,cm below,
8590,1662,60.5,1,cm below,
8591,1662,61.5,1,cm below,
8592,1662,63.5,1,cm below,
8593,1663,35.5,1,cm below,
8594,1664,32.5,2,cm below,
8595,1664,33.5,3,cm below,
8596,1664,34.5,1,cm below,
8597,1665,50.5,1,cm below,
8598,1665,63.5,1,cm below,
8599,1665,66.5,1,cm below,
8600,1666,25.5,6,cm below,
8601,1666,26.5,6,cm below,
8602,1666,27.5,23,cm below,
8603,1666,28.5,23,cm below,
8604,1666,29.5,27,cm below,
8605,1666,30.5,35,cm below,
8606,1666,31.5,24,cm below,
8607,1666,32.5,27,cm below,
8608,1666,33.5,14,cm below,
8609,1666,34.5,18,cm below,
8610,1666,35.5,3,cm below,
8611,1666,36.5,2,cm below,
8612,1667,27.5,1,cm below,
8613,1667,28.5,1,cm below,
8614,1667,29.5,2,cm below,
8615,1667,30.5,2,cm below,
8616,1667,31.5,9,cm below,
8617,1667,32.5,9,cm below,
8618,1667,33.5,11,cm below,
8619,1667,34.5,3,cm below,
8620,1667,35.5,14,cm below,
8621,1667,36.5,5,cm below,
8622,1667,37.5,1,cm below,
8623,1667,38.5,3,cm below,
8624,1667,39.5,3,cm below,
8625,1667,40.5,3,cm below,
8626,1667,45.5,1,cm below,
8627,1668,28.5,1,cm below,
8628,1668,30.5,3,cm below,
8629,1668,31.5,14,cm below,
8630,1668,32.5,12,cm below,
8631,1668,33.5,34,cm below,
8632,1668,34.5,22,cm below,
8633,1668,35.5,19,cm below,
8634,1668,36.5,15,cm below,
8635,1668,37.5,8,cm below,
8636,1668,38.5,7,cm below,
8637,1668,39.5,7,cm below,
8638,1668,40.5,4,cm below,
8639,1668,41.5,7,cm below,
8640,1668,42.5,3,cm below,
8641,1668,43.5,4,cm below,
8642,1668,44.5,2,cm below,
8643,1668,46.5,1,cm below,
8644,1668,47.5,1,cm below,
8645,1668,53.5,1,cm below,
8646,1669,31.5,1,cm below,
8647,1669,32.5,1,cm below,
8648,1669,35.5,1,cm below,
8649,1669,41.5,1,cm below,
8650,1669,44.5,1,cm below,
8651,1669,51.5,1,cm below,
8652,1670,22.5,1,cm below,
8653,1670,24.5,2,cm below,
8654,1671,32.5,1,cm below,
8655,1671,38.5,2,cm below,
8656,1671,39.5,2,cm below,
8657,1672,45.5,1,cm below,
8658,1672,46.5,4,cm below,
8659,1672,49.5,2,cm below,
8660,1672,50.5,1,cm below,
8661,1672,51.5,2,cm below,
8662,1672,52.5,2,cm below,
8663,1672,56.5,1,cm below,
8664,1672,59.5,2,cm below,
8665,1672,60.5,1,cm below,
8666,1672,61.5,1,cm below,
8667,1672,63.5,2,cm below,
8668,1672,64.5,1,cm below,
8669,1672,65.5,3,cm below,
8670,1672,66.5,1,cm below,
8671,1672,75.5,1,cm below,
8672,1675,28.5,11,cm below,
8673,1675,29.5,18,cm below,
8674,1675,30.5,23,cm below,
8675,1675,31.5,52,cm below,
8676,1675,32.5,76,cm below,
8677,1675,33.5,81,cm below,
8678,1675,34.5,113,cm below,
8679,1675,35.5,106,cm below,
8680,1675,36.5,91,cm below,
8681,1675,37.5,46,cm below,
8682,1675,38.5,35,cm below,
8683,1675,39.5,18,cm below,
8684,1675,40.5,12,cm below,
8685,1675,41.5,4,cm below,
8686,1675,42.5,4,cm below,
8687,1675,43.5,1,cm below,
8688,1675,44.5,2,cm below,
8689,1676,29.5,25,cm below,
8690,1676,30.5,34,cm below,
8691,1676,31.5,55,cm below,
8692,1676,32.5,84,cm below,
8693,1676,33.5,101,cm below,
8694,1676,34.5,96,cm below,
8695,1676,35.5,68,cm below,
8696,1676,36.5,51,cm below,
8697,1676,37.5,25,cm below,
8698,1676,38.5,19,cm below,
8699,1676,39.5,16,cm below,
8700,1676,40.5,5,cm below,
8701,1676,41.5,3,cm below,
8702,1676,43.5,1,cm below,
8703,1676,44.5,1,cm below,
8704,1676,45.5,2,cm below,
8705,1677,30.5,1,cm below,
8706,1677,31.5,1,cm below,
8707,1677,33.5,2,cm below,
8708,1677,37.5,1,cm below,
8709,1677,40.5,1,cm below,
8710,1677,51.5,1,cm below,
8711,1678,34.5,2,cm below,
8712,1678,40.5,1,cm below,
8713,1679,29.5,1,cm below,
8714,1679,31.5,2,cm below,
8715,1679,32.5,3,cm below,
8716,1679,34.5,1,cm below,
8717,1680,24.5,1,cm below,
8718,1680,25.5,3,cm below,
8719,1680,26.5,3,cm below,
8720,1680,27.5,8,cm below,
8721,1680,28.5,6,cm below,
8722,1680,29.5,5,cm below,
8723,1680,30.5,8,cm below,
8724,1680,31.5,7,cm below,
8725,1680,33.5,6,cm below,
8726,1680,34.5,3,cm below,
8727,1680,35.5,1,cm below,
8728,1681,21.5,1,cm below,
8729,1681,24.5,1,cm below,
8730,1681,26.5,2,cm below,
8731,1681,27.5,2,cm below,
8732,1681,28.5,1,cm below,
8733,1681,33.5,2,cm below,
8734,1681,35.5,1,cm below,
8735,1681,36.5,1,cm below,
8736,1682,24.5,1,cm below,
8737,1683,25.5,2,cm below,
8738,1684,26.5,1,cm below,
8739,1684,28.5,1,cm below,
8740,1684,29.5,1,cm below,
8741,1685,28.5,1,cm below,
8742,1686,35.5,2,cm below,
8743,1686,36.5,1,cm below,
8744,1686,37.5,4,cm below,
8745,1686,38.5,1,cm below,
8746,1686,39.5,1,cm below,
8747,1686,40.5,4,cm below,
8748,1686,41.5,3,cm below,
8749,1686,43.5,1,cm below,
8750,1686,57.5,1,cm below,
8751,1686,63.5,1,cm below,
8752,1686,65.5,1,cm below,
8753,1686,66.5,1,cm below,
8754,1686,68.5,1,cm below,
8755,1686,69.5,1,cm below,
8756,1686,70.5,1,cm below,
8757,1686,74.5,2,cm below,
8758,1686,75.5,1,cm below,
8759,1686,78.5,1,cm below,
8760,1686,81.5,1,cm below,
8761,1686,89.5,1,cm below,
8762,1687,26.5,1,cm below,
8763,1687,27.5,2,cm below,
8764,1687,28.5,4,cm below,
8765,1687,29.5,5,cm below,
8766,1687,30.5,2,cm below,
8767,1687,31.5,1,cm below,
8768,1687,34.5,1,cm below,
8769,1687,35.5,1,cm below,
8770,1688,27.5,1,cm below,
8771,1688,30.5,6,cm below,
8772,1688,31.5,6,cm below,
8773,1688,32.5,10,cm below,
8774,1688,33.5,17,cm below,
8775,1688,34.5,10,cm below,
8776,1688,35.5,11,cm below,
8777,1688,36.5,12,cm below,
8778,1688,37.5,7,cm below,
8779,1688,39.5,3,cm below,
8780,1688,40.5,1,cm below,
8781,1689,27.5,4,cm below,
8782,1689,28.5,4,cm below,
8783,1689,29.5,7,cm below,
8784,1689,30.5,7,cm below,
8785,1689,31.5,11,cm below,
8786,1689,32.5,18,cm below,
8787,1689,33.5,22,cm below,
8788,1689,34.5,26,cm below,
8789,1689,35.5,13,cm below,
8790,1689,36.5,20,cm below,
8791,1689,37.5,14,cm below,
8792,1689,38.5,6,cm below,
8793,1689,39.5,1,cm below,
8794,1689,40.5,3,cm below,
8795,1689,41.5,2,cm below,
8796,1689,42.5,2,cm below,
8797,1689,43.5,3,cm below,
8798,1689,44.5,3,cm below,
8799,1689,45.5,1,cm below,
8800,1691,30.5,9,cm below,
8801,1691,31.5,4,cm below,
8802,1691,32.5,3,cm below,
8803,1691,34.5,4,cm below,
8804,1691,36.5,1,cm below,
8805,1691,37.5,1,cm below,
8806,1691,38.5,3,cm below,
8807,1691,39.5,1,cm below,
8808,1691,40.5,1,cm below,
8809,1692,36.5,1,cm below,
8810,1692,37.5,1,cm below,
8811,1692,43.5,1,cm below,
8812,1707,27.5,1,cm below,
8813,1707,29.5,1,cm below,
8814,1707,30.5,1,cm below,
8815,1707,31.5,3,cm below,
8816,1707,32.5,2,cm below,
8817,1707,34.5,2,cm below,
8818,1711,26.5,2,cm below,
8819,1711,27.5,2,cm below,
8820,1712,22.5,1,cm below,
8821,1712,23.5,1,cm below,
8822,1712,25.5,2,cm below,
8823,1712,26.5,8,cm below,
8824,1712,27.5,11,cm below,
8825,1712,28.5,9,cm below,
8826,1712,29.5,13,cm below,
8827,1693,35.5,5,cm below,
8828,1693,36.5,1,cm below,
8829,1693,39.5,1,cm below,
8830,1693,40.5,1,cm below,
8831,1693,42.5,1,cm below,
8832,1693,47.5,1,cm below,
8833,1693,48.5,1,cm below,
8834,1693,54.5,1,cm below,
8835,1693,65.5,3,cm below,
8836,1693,66.5,1,cm below,
8837,1693,69.5,1,cm below,
8838,1693,81.5,1,cm below,
8839,1694,25.5,1,cm below,
8840,1694,28.5,3,cm below,
8841,1694,29.5,2,cm below,
8842,1694,31.5,2,cm below,
8843,1694,32.5,2,cm below,
8844,1694,33.5,4,cm below,
8845,1694,34.5,3,cm below,
8846,1694,35.5,2,cm below,
8847,1694,36.5,2,cm below,
8848,1695,29.5,1,cm below,
8849,1695,30.5,1,cm below,
8850,1695,31.5,2,cm below,
8851,1695,32.5,6,cm below,
8852,1695,33.5,6,cm below,
8853,1695,34.5,8,cm below,
8854,1695,35.5,11,cm below,
8855,1695,36.5,9,cm below,
8856,1695,37.5,2,cm below,
8857,1695,38.5,1,cm below,
8858,1695,40.5,1,cm below,
8859,1695,41.5,1,cm below,
8860,1695,45.5,1,cm below,
8861,1696,27.5,1,cm below,
8862,1696,28.5,4,cm below,
8863,1696,29.5,11,cm below,
8864,1696,30.5,7,cm below,
8865,1696,31.5,4,cm below,
8866,1696,32.5,24,cm below,
8867,1696,33.5,19,cm below,
8868,1696,34.5,29,cm below,
8869,1696,35.5,20,cm below,
8870,1696,36.5,20,cm below,
8871,1696,37.5,13,cm below,
8872,1696,38.5,10,cm below,
8873,1696,39.5,4,cm below,
8874,1696,40.5,8,cm below,
8875,1696,41.5,4,cm below,
8876,1696,42.5,4,cm below,
8877,1696,43.5,4,cm below,
8878,1696,44.5,1,cm below,
8879,1696,45.5,2,cm below,
8880,1698,30.5,9,cm below,
8881,1698,31.5,1,cm below,
8882,1698,32.5,2,cm below,
8883,1698,34.5,2,cm below,
8884,1698,35.5,4,cm below,
8885,1698,37.5,1,cm below,
8886,1698,38.5,4,cm below,
8887,1698,39.5,1,cm below,
8888,1698,40.5,1,cm below,
8889,1698,48.5,1,cm below,
8890,1699,30.5,1,cm below,
8891,1699,32.5,1,cm below,
8892,1699,34.5,1,cm below,
8893,1714,31.5,2,cm below,
8894,1714,32.5,5,cm below,
8895,1714,33.5,3,cm below,
8896,1714,34.5,2,cm below,
8897,1718,28.5,1,cm below,
8898,1719,23.5,1,cm below,
8899,1719,24.5,4,cm below,
8900,1719,26.5,10,cm below,
8901,1719,27.5,16,cm below,
8902,1719,28.5,10,cm below,
8903,1719,29.5,12,cm below,
8904,1721,29.5,1,cm below,
8905,1701,35.5,1,cm below,
8906,1701,36.5,4,cm below,
8907,1701,37.5,3,cm below,
8908,1701,38.5,1,cm below,
8909,1701,40.5,1,cm below,
8910,1701,41.5,2,cm below,
8911,1701,43.5,1,cm below,
8912,1701,44.5,1,cm below,
8913,1701,46.5,1,cm below,
8914,1701,50.5,1,cm below,
8915,1701,51.5,1,cm below,
8916,1701,52.5,1,cm below,
8917,1701,59.5,1,cm below,
8918,1701,62.5,1,cm below,
8919,1701,63.5,1,cm below,
8920,1701,71.5,1,cm below,
8921,1701,73.5,1,cm below,
8922,1701,75.5,3,cm below,
8923,1702,28.5,2,cm below,
8924,1702,29.5,3,cm below,
8925,1702,30.5,4,cm below,
8926,1702,31.5,2,cm below,
8927,1702,32.5,1,cm below,
8928,1702,33.5,4,cm below,
8929,1702,34.5,3,cm below,
8930,1702,35.5,2,cm below,
8931,1702,36.5,1,cm below,
8932,1702,37.5,2,cm below,
8933,1703,31.5,1,cm below,
8934,1703,32.5,1,cm below,
8935,1703,33.5,2,cm below,
8936,1703,34.5,5,cm below,
8937,1703,35.5,2,cm below,
8938,1703,36.5,1,cm below,
8939,1703,37.5,3,cm below,
8940,1703,38.5,2,cm below,
8941,1703,40.5,1,cm below,
8942,1703,41.5,1,cm below,
8943,1704,26.5,2,cm below,
8944,1704,28.5,2,cm below,
8945,1704,29.5,1,cm below,
8946,1704,30.5,1,cm below,
8947,1704,31.5,8,cm below,
8948,1704,32.5,13,cm below,
8949,1704,33.5,6,cm below,
8950,1704,34.5,12,cm below,
8951,1704,35.5,9,cm below,
8952,1704,36.5,14,cm below,
8953,1704,37.5,7,cm below,
8954,1704,38.5,14,cm below,
8955,1704,39.5,11,cm below,
8956,1704,40.5,10,cm below,
8957,1704,41.5,4,cm below,
8958,1704,42.5,4,cm below,
8959,1704,43.5,3,cm below,
8960,1704,47.5,2,cm below,
8961,1704,48.5,2,cm below,
8962,1705,30.5,3,cm below,
8963,1705,31.5,2,cm below,
8964,1705,32.5,4,cm below,
8965,1705,33.5,3,cm below,
8966,1705,36.5,1,cm below,
8967,1705,38.5,3,cm below,
8968,1705,40.5,1,cm below,
8969,1705,47.5,1,cm below,
8970,1706,33.5,1,cm below,
8971,1706,36.5,1,cm below,
8972,1722,27.5,1,cm below,
8973,1722,32.5,3,cm below,
8974,1722,33.5,1,cm below,
8975,1722,34.5,3,cm below,
8976,1726,24.5,1,cm below,
8977,1726,25.5,1,cm below,
8978,1726,27.5,7,cm below,
8979,1726,28.5,10,cm below,
8980,1726,29.5,9,cm below,
8981,1728,40.5,1,cm below,
8982,1728,41.5,1,cm below,
8983,1728,42.5,1,cm below,
8984,1728,43.5,3,cm below,
8985,1728,44.5,4,cm below,
8986,1728,45.5,2,cm below,
8987,1728,46.5,2,cm below,
8988,1728,47.5,4,cm below,
8989,1728,48.5,4,cm below,
8990,1728,49.5,4,cm below,
8991,1728,50.5,6,cm below,
8992,1728,51.5,5,cm below,
8993,1728,52.5,2,cm below,
8994,1728,53.5,5,cm below,
8995,1728,54.5,8,cm below,
8996,1728,55.5,4,cm below,
8997,1728,56.5,7,cm below,
8998,1728,57.5,4,cm below,
8999,1728,58.5,3,cm below,
9000,1728,60.5,3,cm below,
9001,1728,61.5,2,cm below,
9002,1728,62.5,2,cm below,
9003,1728,63.5,1,cm below,
9004,1728,64.5,2,cm below,
9005,1728,66.5,1,cm below,
9006,1728,67.5,1,cm below,
9007,1728,69.5,1,cm below,
9008,1728,74.5,1,cm below,
9009,1728,87.5,1,cm below,
9010,1729,25.5,64,cm below,
9011,1729,26.5,64,cm below,
9012,1729,27.5,43,cm below,
9013,1729,28.5,14,cm below,
9014,1729,29.5,9,cm below,
9015,1729,30.5,3,cm below,
9016,1730,36.5,1,cm below,
9017,1731,25.5,10,cm below,
9018,1731,26.5,8,cm below,
9019,1731,27.5,10,cm below,
9020,1731,28.5,8,cm below,
9021,1731,29.5,8,cm below,
9022,1731,30.5,8,cm below,
9023,1731,31.5,9,cm below,
9024,1731,32.5,7,cm below,
9025,1731,33.5,8,cm below,
9026,1731,34.5,5,cm below,
9027,1731,35.5,5,cm below,
9028,1731,36.5,3,cm below,
9029,1731,37.5,2,cm below,
9030,1731,38.5,1,cm below,
9031,1731,39.5,1,cm below,
9032,1731,40.5,1,cm below,
9033,1732,26.5,58,cm below,
9034,1732,27.5,43,cm below,
9035,1732,28.5,26,cm below,
9036,1732,29.5,23,cm below,
9037,1732,30.5,26,cm below,
9038,1732,31.5,10,cm below,
9039,1732,32.5,12,cm below,
9040,1732,33.5,8,cm below,
9041,1732,34.5,4,cm below,
9042,1732,35.5,4,cm below,
9043,1732,36.5,6,cm below,
9044,1732,37.5,1,cm below,
9045,1732,38.5,3,cm below,
9046,1732,40.5,1,cm below,
9047,1732,41.5,1,cm below,
9048,1732,42.5,1,cm below,
9049,1732,43.5,1,cm below,
9050,1733,37.5,1,cm below,
9051,1734,19.5,2,cm below,
9052,1736,27.5,2,cm below,
9053,1736,28.5,1,cm below,
9054,1736,29.5,1,cm below,
9055,1736,30.5,3,cm below,
9056,1736,31.5,1,cm below,
9057,1736,32.5,1,cm below,
9058,1737,16.5,1,cm below,
9059,1737,18.5,2,cm below,
9060,1737,19.5,1,cm below,
9061,1737,20.5,8,cm below,
9062,1737,21.5,18,cm below,
9063,1737,22.5,22,cm below,
9064,1737,23.5,44,cm below,
9065,1737,24.5,61,cm below,
9066,1738,14.5,1,cm below,
9067,1738,15.5,1,cm below,
9068,1739,21.5,1,cm below,
9069,1739,22.5,1,cm below,
9070,1739,23.5,3,cm below,
9071,1739,24.5,4,cm below,
9072,1740,21.5,2,cm below,
9073,1740,22.5,4,cm below,
9074,1740,23.5,11,cm below,
9075,1740,24.5,34,cm below,
9076,1740,25.5,39,cm below,
9077,1741,26.5,1,cm below,
9078,1743,13.5,1,cm below,
9079,1743,14.5,1,cm below,
9080,1743,16.5,2,cm below,
9081,1743,17.5,4,cm below,
9082,1743,18.5,5,cm below,
9083,1743,19.5,10,cm below,
9084,1743,20.5,11,cm below,
9085,1743,21.5,7,cm below,
9086,1743,22.5,15,cm below,
9087,1743,23.5,8,cm below,
9088,1743,24.5,3,cm below,
9089,1743,25.5,4,cm below,
9090,1743,26.5,10,cm below,
9091,1743,27.5,1,cm below,
9092,1743,28.5,2,cm below,
9093,1743,30.5,1,cm below,
9094,1743,31.5,1,cm below,
9095,1743,33.5,2,cm below,
9096,1743,34.5,3,cm below,
9097,1744,39.5,2,cm below,
9098,1744,40.5,1,cm below,
9099,1744,41.5,1,cm below,
9100,1744,42.5,4,cm below,
9101,1744,43.5,4,cm below,
9102,1744,44.5,1,cm below,
9103,1744,45.5,4,cm below,
9104,1744,46.5,7,cm below,
9105,1744,47.5,4,cm below,
9106,1744,48.5,3,cm below,
9107,1744,49.5,7,cm below,
9108,1744,50.5,12,cm below,
9109,1744,51.5,6,cm below,
9110,1744,52.5,3,cm below,
9111,1744,53.5,7,cm below,
9112,1744,54.5,3,cm below,
9113,1744,55.5,9,cm below,
9114,1744,56.5,6,cm below,
9115,1744,57.5,6,cm below,
9116,1744,58.5,5,cm below,
9117,1744,59.5,8,cm below,
9118,1744,60.5,8,cm below,
9119,1744,61.5,10,cm below,
9120,1744,62.5,4,cm below,
9121,1744,63.5,4,cm below,
9122,1744,64.5,3,cm below,
9123,1744,65.5,2,cm below,
9124,1744,66.5,5,cm below,
9125,1744,67.5,1,cm below,
9126,1744,68.5,3,cm below,
9127,1744,69.5,3,cm below,
9128,1744,70.5,2,cm below,
9129,1744,72.5,1,cm below,
9130,1744,74.5,1,cm below,
9131,1744,76.5,1,cm below,
9132,1745,28.5,4,cm below,
9133,1745,29.5,1,cm below,
9134,1745,30.5,1,cm below,
9135,1745,33.5,1,cm below,
9136,1746,29.5,2,cm below,
9137,1746,30.5,1,cm below,
9138,1746,32.5,2,cm below,
9139,1746,34.5,1,cm below,
9140,1746,35.5,1,cm below,
9141,1748,36.5,2,cm below,
9142,1748,37.5,1,cm below,
9143,1748,38.5,1,cm below,
9144,1748,39.5,2,cm below,
9145,1748,43.5,1,cm below,
9146,1748,44.5,1,cm below,
9147,1748,46.5,1,cm below,
9148,1748,48.5,2,cm below,
9149,1748,49.5,4,cm below,
9150,1748,50.5,1,cm below,
9151,1748,52.5,1,cm below,
9152,1748,57.5,1,cm below,
9153,1748,61.5,1,cm below,
9154,1748,62.5,2,cm below,
9155,1748,63.5,2,cm below,
9156,1748,66.5,1,cm below,
9157,1748,67.5,1,cm below,
9158,1748,69.5,1,cm below,
9159,1748,70.5,1,cm below,
9160,1749,25.5,87,cm below,
9161,1749,26.5,66,cm below,
9162,1749,27.5,32,cm below,
9163,1749,28.5,23,cm below,
9164,1749,29.5,8,cm below,
9165,1749,30.5,4,cm below,
9166,1749,31.5,1,cm below,
9167,1750,25.5,4,cm below,
9168,1750,26.5,7,cm below,
9169,1750,27.5,5,cm below,
9170,1750,28.5,5,cm below,
9171,1750,29.5,8,cm below,
9172,1750,30.5,4,cm below,
9173,1750,31.5,6,cm below,
9174,1750,32.5,7,cm below,
9175,1750,33.5,6,cm below,
9176,1750,34.5,2,cm below,
9177,1750,35.5,4,cm below,
9178,1750,36.5,2,cm below,
9179,1750,37.5,1,cm below,
9180,1750,38.5,1,cm below,
9181,1750,40.5,1,cm below,
9182,1750,42.5,1,cm below,
9183,1751,26.5,20,cm below,
9184,1751,27.5,12,cm below,
9185,1751,28.5,13,cm below,
9186,1751,29.5,6,cm below,
9187,1751,30.5,3,cm below,
9188,1751,31.5,7,cm below,
9189,1751,32.5,6,cm below,
9190,1751,33.5,4,cm below,
9191,1751,34.5,4,cm below,
9192,1751,35.5,2,cm below,
9193,1751,36.5,1,cm below,
9194,1751,38.5,2,cm below,
9195,1751,40.5,2,cm below,
9196,1751,41.5,1,cm below,
9197,1751,42.5,1,cm below,
9198,1752,34.5,2,cm below,
9199,1753,23.5,1,cm below,
9200,1753,25.5,1,cm below,
9201,1753,26.5,1,cm below,
9202,1753,27.5,1,cm below,
9203,1753,28.5,2,cm below,
9204,1753,29.5,1,cm below,
9205,1753,30.5,2,cm below,
9206,1753,32.5,2,cm below,
9207,1753,33.5,1,cm below,
9208,1753,34.5,2,cm below,
9209,1754,26.5,1,cm below,
9210,1755,11.5,1,cm below,
9211,1755,12.5,1,cm below,
9212,1755,13.5,4,cm below,
9213,1755,14.5,4,cm below,
9214,1755,15.5,4,cm below,
9215,1755,16.5,4,cm below,
9216,1755,17.5,6,cm below,
9217,1755,18.5,11,cm below,
9218,1755,19.5,9,cm below,
9219,1755,20.5,20,cm below,
9220,1755,21.5,27,cm below,
9221,1755,22.5,33,cm below,
9222,1755,23.5,66,cm below,
9223,1755,24.5,99,cm below,
9224,1756,22.5,1,cm below,
9225,1757,22.5,1,cm below,
9226,1757,23.5,3,cm below,
9227,1757,24.5,1,cm below,
9228,1758,17.5,2,cm below,
9229,1758,18.5,6,cm below,
9230,1758,19.5,2,cm below,
9231,1758,20.5,13,cm below,
9232,1758,21.5,10,cm below,
9233,1758,22.5,21,cm below,
9234,1758,23.5,20,cm below,
9235,1758,24.5,21,cm below,
9236,1758,25.5,20,cm below,
9237,1759,35.5,29,cm below,
9238,1759,36.5,21,cm below,
9239,1759,37.5,28,cm below,
9240,1759,38.5,30,cm below,
9241,1759,39.5,20,cm below,
9242,1759,40.5,31,cm below,
9243,1759,41.5,40,cm below,
9244,1759,42.5,39,cm below,
9245,1759,43.5,27,cm below,
9246,1759,44.5,35,cm below,
9247,1759,45.5,33,cm below,
9248,1759,46.5,18,cm below,
9249,1759,47.5,17,cm below,
9250,1759,48.5,11,cm below,
9251,1759,49.5,10,cm below,
9252,1759,50.5,10,cm below,
9253,1759,51.5,9,cm below,
9254,1759,52.5,2,cm below,
9255,1759,53.5,4,cm below,
9256,1759,54.5,2,cm below,
9257,1759,55.5,2,cm below,
9258,1759,56.5,2,cm below,
9259,1759,57.5,2,cm below,
9260,1759,59.5,1,cm below,
9261,1759,60.5,1,cm below,
9262,1759,63.5,1,cm below,
9263,1760,25.5,10,cm below,
9264,1760,26.5,5,cm below,
9265,1760,27.5,6,cm below,
9266,1760,28.5,4,cm below,
9267,1760,29.5,4,cm below,
9268,1760,30.5,1,cm below,
9269,1760,31.5,2,cm below,
9270,1762,26.5,2,cm below,
9271,1762,27.5,1,cm below,
9272,1762,28.5,6,cm below,
9273,1762,29.5,1,cm below,
9274,1762,30.5,2,cm below,
9275,1762,31.5,6,cm below,
9276,1762,32.5,4,cm below,
9277,1762,33.5,6,cm below,
9278,1762,34.5,3,cm below,
9279,1762,35.5,1,cm below,
9280,1762,36.5,3,cm below,
9281,1762,39.5,1,cm below,
9282,1763,26.5,43,cm below,
9283,1763,27.5,54,cm below,
9284,1763,28.5,47,cm below,
9285,1763,29.5,32,cm below,
9286,1763,30.5,25,cm below,
9287,1763,31.5,20,cm below,
9288,1763,32.5,12,cm below,
9289,1763,33.5,8,cm below,
9290,1763,34.5,1,cm below,
9291,1763,35.5,5,cm below,
9292,1763,36.5,5,cm below,
9293,1763,37.5,1,cm below,
9294,1763,38.5,2,cm below,
9295,1764,29.5,2,cm below,
9296,1764,30.5,3,cm below,
9297,1764,31.5,6,cm below,
9298,1764,32.5,9,cm below,
9299,1764,33.5,12,cm below,
9300,1764,34.5,14,cm below,
9301,1765,19.5,2,cm below,
9302,1765,21.5,1,cm below,
9303,1765,22.5,6,cm below,
9304,1765,23.5,11,cm below,
9305,1765,24.5,7,cm below,
9306,1766,15.5,1,cm below,
9307,1766,16.5,1,cm below,
9308,1766,17.5,1,cm below,
9309,1766,18.5,1,cm below,
9310,1766,19.5,1,cm below,
9311,1766,20.5,1,cm below,
