le_index,we_index,length_class,numbers_length,length_unit,comments
903,208,29.25,55,1/2 cm,
904,208,29.75,32,1/2 cm,
905,208,30.25,15,1/2 cm,
906,208,30.75,5,1/2 cm,
907,210,24.75,1,1/2 cm,
908,210,25.25,1,1/2 cm,
909,210,25.75,2,1/2 cm,
910,210,26.25,17,1/2 cm,
911,210,26.75,30,1/2 cm,
912,210,27.25,36,1/2 cm,
913,210,27.75,56,1/2 cm,
914,210,28.25,50,1/2 cm,
915,210,28.75,53,1/2 cm,
916,210,29.25,36,1/2 cm,
917,210,29.75,44,1/2 cm,
918,210,30.25,24,1/2 cm,
919,210,30.75,19,1/2 cm,
920,210,31.25,3,1/2 cm,
921,210,31.75,4,1/2 cm,
922,212,26.25,1,1/2 cm,
923,212,26.75,8,1/2 cm,
924,212,27.25,37,1/2 cm,
925,212,27.75,69,1/2 cm,
926,212,28.25,86,1/2 cm,
927,212,28.75,68,1/2 cm,
928,212,29.25,31,1/2 cm,
929,212,29.75,22,1/2 cm,
930,212,30.25,15,1/2 cm,
931,212,30.75,9,1/2 cm,
932,212,31.25,6,1/2 cm,
933,214,18.75,1,1/2 cm,
934,214,20.75,2,1/2 cm,
935,214,22.25,1,1/2 cm,
936,214,22.75,2,1/2 cm,
937,214,24.25,3,1/2 cm,
938,214,24.75,4,1/2 cm,
939,214,25.25,2,1/2 cm,
940,214,25.75,8,1/2 cm,
941,214,26.25,17,1/2 cm,
942,214,26.75,36,1/2 cm,
943,214,27.25,37,1/2 cm,
944,214,27.75,44,1/2 cm,
945,214,28.25,51,1/2 cm,
946,214,28.75,52,1/2 cm,
947,214,29.25,42,1/2 cm,
948,214,29.75,27,1/2 cm,
949,214,30.25,23,1/2 cm,
950,214,30.75,11,1/2 cm,
951,214,31.25,7,1/2 cm,
952,214,31.75,5,1/2 cm,
953,216,25.5,15,cm below,
954,216,26.5,12,cm below,
955,216,27.5,5,cm below,
956,216,28.5,4,cm below,
957,216,29.5,2,cm below,
958,216,30.5,2,cm below,
959,216,32.5,1,cm below,
960,217,25.5,5,cm below,
961,217,26.5,5,cm below,
962,217,27.5,5,cm below,
963,217,28.5,11,cm below,
964,217,29.5,9,cm below,
965,217,30.5,13,cm below,
966,217,31.5,9,cm below,
967,217,32.5,8,cm below,
968,217,33.5,10,cm below,
969,217,34.5,9,cm below,
970,217,35.5,7,cm below,
971,217,36.5,6,cm below,
972,217,37.5,2,cm below,
973,217,38.5,2,cm below,
974,217,39.5,1,cm below,
975,217,41.5,1,cm below,
976,217,42.5,1,cm below,
977,217,43.5,2,cm below,
978,218,26.5,33,cm below,
979,218,27.5,26,cm below,
980,218,28.5,21,cm below,
981,218,29.5,35,cm below,
982,218,30.5,32,cm below,
983,218,31.5,37,cm below,
984,218,32.5,40,cm below,
985,218,33.5,35,cm below,
986,218,34.5,26,cm below,
987,218,35.5,18,cm below,
988,218,36.5,14,cm below,
989,218,37.5,12,cm below,
990,218,38.5,10,cm below,
991,218,39.5,5,cm below,
992,218,40.5,6,cm below,
993,218,41.5,3,cm below,
994,218,42.5,4,cm below,
995,218,43.5,2,cm below,
996,218,44.5,1,cm below,
997,218,45.5,2,cm below,
998,218,46.5,1,cm below,
999,221,12.5,1,cm below,
1000,222,18.5,1,cm below,
1001,222,19.5,2,cm below,
1002,222,20.5,1,cm below,
1003,222,22.5,1,cm below,
1004,223,12.5,1,cm below,
1005,223,13.5,6,cm below,
1006,223,14.5,7,cm below,
1007,223,15.5,11,cm below,
1008,223,16.5,11,cm below,
1009,223,17.5,23,cm below,
1010,223,18.5,18,cm below,
1011,223,19.5,20,cm below,
1012,223,20.5,35,cm below,
1013,223,21.5,43,cm below,
1014,223,22.5,62,cm below,
1015,223,23.5,45,cm below,
1016,223,24.5,32,cm below,
1017,224,13.5,1,cm below,
1018,224,22.5,2,cm below,
1019,224,29.5,1,cm below,
1020,224,30.5,1,cm below,
1021,225,23.5,1,cm below,
1022,225,24.5,3,cm below,
1023,226,14.5,2,cm below,
1024,226,17.5,7,cm below,
1025,226,18.5,7,cm below,
1026,226,19.5,6,cm below,
1027,226,20.5,6,cm below,
1028,226,21.5,13,cm below,
1029,226,22.5,17,cm below,
1030,226,23.5,17,cm below,
1031,226,24.5,17,cm below,
1032,226,25.5,29,cm below,
1033,227,27.5,1,cm below,
1034,227,28.5,1,cm below,
1035,228,10.5,1,cm below,
1036,229,25.5,75,cm below,
1037,229,26.5,32,cm below,
1038,229,27.5,16,cm below,
1039,229,28.5,9,cm below,
1040,229,29.5,3,cm below,
1041,229,30.5,2,cm below,
1042,229,31.5,2,cm below,
1043,229,32.5,2,cm below,
1044,230,25.5,4,cm below,
1045,230,26.5,5,cm below,
1046,230,27.5,1,cm below,
1047,230,28.5,5,cm below,
1048,230,29.5,4,cm below,
1049,230,30.5,4,cm below,
1050,230,31.5,4,cm below,
1051,230,32.5,1,cm below,
1052,230,35.5,1,cm below,
1053,230,36.5,3,cm below,
1054,231,26.5,62,cm below,
1055,231,27.5,58,cm below,
1056,231,28.5,54,cm below,
1057,231,29.5,25,cm below,
1058,231,30.5,17,cm below,
1059,231,31.5,10,cm below,
1060,231,32.5,10,cm below,
1061,231,33.5,8,cm below,
1062,231,35.5,1,cm below,
1063,231,36.5,1,cm below,
1064,231,41.5,1,cm below,
1065,231,45.5,1,cm below,
1066,232,26.5,2,cm below,
1067,233,12.5,3,cm below,
1068,233,14.5,2,cm below,
1069,233,15.5,14,cm below,
1070,233,16.5,29,cm below,
1071,233,17.5,47,cm below,
1072,233,18.5,64,cm below,
1073,233,19.5,80,cm below,
1074,233,20.5,131,cm below,
1075,233,21.5,134,cm below,
1076,233,22.5,155,cm below,
1077,233,23.5,151,cm below,
1078,233,24.5,108,cm below,
1079,234,10.5,1,cm below,
1080,234,12.5,1,cm below,
1081,234,13.5,1,cm below,
1082,234,14.5,1,cm below,
1083,234,15.5,3,cm below,
1084,234,23.5,1,cm below,
1085,235,22.5,1,cm below,
1086,235,24.5,4,cm below,
1087,236,17.5,2,cm below,
1088,236,18.5,6,cm below,
1089,236,19.5,5,cm below,
1090,236,20.5,15,cm below,
1091,236,21.5,14,cm below,
1092,236,22.5,38,cm below,
1093,236,23.5,33,cm below,
1094,236,24.5,52,cm below,
1095,236,25.5,79,cm below,
1096,237,25.5,1,cm below,
1097,238,18.5,1,cm below,
1098,238,19.5,1,cm below,
1099,239,52.5,1,cm below,
1100,239,67.5,1,cm below,
1101,239,68.5,1,cm below,
1102,239,84.5,1,cm below,
1103,239,96.5,1,cm below,
1104,240,25.5,6,cm below,
1105,240,26.5,4,cm below,
1106,240,27.5,6,cm below,
1107,240,28.5,3,cm below,
1108,240,29.5,2,cm below,
1109,240,30.5,1,cm below,
1110,242,26.5,9,cm below,
1111,242,27.5,2,cm below,
1112,242,28.5,3,cm below,
1113,242,29.5,10,cm below,
1114,242,30.5,7,cm below,
1115,242,31.5,10,cm below,
1116,242,32.5,4,cm below,
1117,242,33.5,5,cm below,
1118,242,34.5,1,cm below,
1119,242,36.5,2,cm below,
1120,242,37.5,2,cm below,
1121,242,42.5,1,cm below,
1122,242,45.5,1,cm below,
1123,243,26.5,38,cm below,
1124,243,27.5,34,cm below,
1125,243,28.5,39,cm below,
1126,243,29.5,33,cm below,
1127,243,30.5,30,cm below,
1128,243,31.5,24,cm below,
1129,243,32.5,17,cm below,
1130,243,33.5,15,cm below,
1131,243,34.5,7,cm below,
1132,243,35.5,9,cm below,
1133,243,36.5,3,cm below,
1134,243,37.5,2,cm below,
1135,243,38.5,3,cm below,
1136,243,39.5,3,cm below,
1137,243,40.5,2,cm below,
1138,243,41.5,1,cm below,
1139,243,42.5,2,cm below,
1140,243,43.5,2,cm below,
1141,243,45.5,1,cm below,
1142,244,30.5,1,cm below,
1143,254,14.5,1,cm below,
1144,255,13.5,1,cm below,
1145,255,14.5,1,cm below,
1146,255,16.5,1,cm below,
1147,255,17.5,2,cm below,
1148,255,18.5,4,cm below,
1149,255,19.5,6,cm below,
1150,255,20.5,4,cm below,
1151,255,21.5,5,cm below,
1152,255,22.5,13,cm below,
1153,257,21.5,1,cm below,
1154,257,23.5,4,cm below,
1155,257,24.5,1,cm below,
1156,258,18.5,1,cm below,
1157,258,19.5,3,cm below,
1158,258,20.5,6,cm below,
1159,258,21.5,7,cm below,
1160,258,22.5,13,cm below,
1161,258,23.5,18,cm below,
1162,258,24.5,37,cm below,
1163,259,26.5,1,cm below,
1164,246,42.5,1,cm below,
1165,246,49.5,2,cm below,
1166,246,50.5,1,cm below,
1167,246,58.5,1,cm below,
1168,246,62.5,1,cm below,
1169,246,69.5,1,cm below,
1170,246,70.5,2,cm below,
1171,246,74.5,1,cm below,
1172,246,76.5,1,cm below,
1173,246,79.5,1,cm below,
1174,247,25.5,9,cm below,
1175,247,26.5,7,cm below,
1176,247,27.5,4,cm below,
1177,247,28.5,2,cm below,
1178,247,29.5,1,cm below,
1179,247,30.5,2,cm below,
1180,247,31.5,1,cm below,
1181,247,32.5,1,cm below,
1182,247,36.5,1,cm below,
1183,249,25.5,1,cm below,
1184,249,26.5,1,cm below,
1185,249,27.5,1,cm below,
1186,249,28.5,2,cm below,
1187,249,29.5,3,cm below,
1188,249,30.5,5,cm below,
1189,249,31.5,1,cm below,
1190,249,32.5,2,cm below,
1191,249,33.5,2,cm below,
1192,249,35.5,2,cm below,
1193,249,37.5,1,cm below,
1194,249,42.5,1,cm below,
1195,250,26.5,26,cm below,
1196,250,27.5,30,cm below,
1197,250,28.5,29,cm below,
1198,250,29.5,29,cm below,
1199,250,30.5,25,cm below,
1200,250,31.5,17,cm below,
1201,250,32.5,12,cm below,
1202,250,33.5,6,cm below,
1203,250,34.5,6,cm below,
1204,250,35.5,1,cm below,
1205,250,36.5,3,cm below,
1206,250,37.5,2,cm below,
1207,250,38.5,1,cm below,
1208,250,39.5,1,cm below,
1209,250,40.5,1,cm below,
1210,250,41.5,1,cm below,
1211,250,42.5,1,cm below,
1212,250,43.5,2,cm below,
1213,250,45.5,1,cm below,
1214,250,47.5,1,cm below,
1215,251,31.5,2,cm below,
1216,251,43.5,1,cm below,
1217,252,40.5,1,cm below,
1218,261,34.5,1,cm below,
1219,262,16.5,2,cm below,
1220,262,17.5,5,cm below,
1221,262,18.5,5,cm below,
1222,262,19.5,7,cm below,
1223,262,20.5,8,cm below,
1224,262,21.5,7,cm below,
1225,262,22.5,10,cm below,
1226,264,22.5,1,cm below,
1227,265,17.5,1,cm below,
1228,265,18.5,1,cm below,
1229,265,19.5,2,cm below,
1230,265,20.5,2,cm below,
1231,265,21.5,6,cm below,
1232,265,22.5,11,cm below,
1233,265,23.5,20,cm below,
1234,265,24.5,26,cm below,
1235,269,16.75,3,1/2 cm,
1236,269,17.25,1,1/2 cm,
1237,269,17.75,2,1/2 cm,
1238,269,18.25,1,1/2 cm,
1239,269,18.75,2,1/2 cm,
1240,269,19.25,3,1/2 cm,
1241,269,19.75,4,1/2 cm,
1242,269,20.25,9,1/2 cm,
1243,269,20.75,17,1/2 cm,
1244,269,21.25,25,1/2 cm,
1245,269,21.75,24,1/2 cm,
1246,269,22.25,28,1/2 cm,
1247,269,22.75,35,1/2 cm,
1248,269,23.25,43,1/2 cm,
1249,269,23.75,33,1/2 cm,
1250,269,24.25,34,1/2 cm,
1251,269,24.75,26,1/2 cm,
1252,269,25.25,22,1/2 cm,
1253,269,25.75,21,1/2 cm,
1254,269,26.25,19,1/2 cm,
1255,269,26.75,26,1/2 cm,
1256,269,27.25,21,1/2 cm,
1257,269,27.75,8,1/2 cm,
1258,269,28.25,6,1/2 cm,
1259,269,28.75,6,1/2 cm,
1260,269,29.25,2,1/2 cm,
1261,269,29.75,1,1/2 cm,
1262,269,30.25,2,1/2 cm,
1263,269,30.75,1,1/2 cm,
1264,269,31.25,1,1/2 cm,
1265,272,8.25,2,1/2 cm,
1266,272,8.75,4,1/2 cm,
1267,272,9.25,4,1/2 cm,
1268,272,9.75,8,1/2 cm,
1269,272,10.25,8,1/2 cm,
1270,272,10.75,6,1/2 cm,
1271,272,11.25,3,1/2 cm,
1272,272,11.75,9,1/2 cm,
1273,272,12.25,19,1/2 cm,
1274,272,12.75,12,1/2 cm,
1275,272,13.25,6,1/2 cm,
1276,272,13.75,8,1/2 cm,
1277,272,14.25,2,1/2 cm,
1278,272,14.75,1,1/2 cm,
1279,272,15.25,2,1/2 cm,
1280,278,24.5,1,cm below,
1281,279,7.25,1,1/2 cm,
1282,279,7.75,2,1/2 cm,
1283,279,8.25,7,1/2 cm,
1284,279,8.75,18,1/2 cm,
1285,279,9.25,32,1/2 cm,
1286,279,9.75,22,1/2 cm,
1287,279,10.25,28,1/2 cm,
1288,279,10.75,15,1/2 cm,
1289,279,11.25,8,1/2 cm,
1290,279,11.75,26,1/2 cm,
1291,279,12.25,35,1/2 cm,
1292,279,12.75,35,1/2 cm,
1293,279,13.25,10,1/2 cm,
1294,279,13.75,3,1/2 cm,
1295,279,14.25,1,1/2 cm,
1296,284,18.5,1,cm below,
1297,284,21.5,1,cm below,
1298,284,22.5,2,cm below,
1299,284,23.5,2,cm below,
1300,284,24.5,2,cm below,
1301,284,25.5,2,cm below,
1302,284,26.5,4,cm below,
1303,284,27.5,5,cm below,
1304,284,28.5,1,cm below,
1305,284,29.5,6,cm below,
1306,284,30.5,1,cm below,
1307,284,31.5,1,cm below,
1308,284,32.5,1,cm below,
1309,284,33.5,4,cm below,
1310,284,34.5,1,cm below,
1311,284,37.5,1,cm below,
1312,285,9.25,1,1/2 cm,
1313,285,9.75,4,1/2 cm,
1314,285,10.25,2,1/2 cm,
1315,285,10.75,2,1/2 cm,
1316,285,11.25,8,1/2 cm,
1317,285,11.75,28,1/2 cm,
1318,285,12.25,71,1/2 cm,
1319,285,12.75,92,1/2 cm,
1320,285,13.25,49,1/2 cm,
1321,285,13.75,18,1/2 cm,
1322,285,14.25,15,1/2 cm,
1323,285,14.75,3,1/2 cm,
1324,289,25.5,1,cm below,
1325,289,27.5,2,cm below,
1326,289,28.5,2,cm below,
1327,289,29.5,1,cm below,
1328,289,30.5,1,cm below,
1329,289,32.5,1,cm below,
1330,291,25.5,6,cm below,
1331,291,26.5,4,cm below,
1332,291,27.5,4,cm below,
1333,291,28.5,8,cm below,
1334,291,29.5,6,cm below,
1335,291,30.5,2,cm below,
1336,291,31.5,5,cm below,
1337,291,32.5,6,cm below,
1338,291,33.5,5,cm below,
1339,291,34.5,2,cm below,
1340,291,36.5,1,cm below,
1341,291,37.5,1,cm below,
1342,291,38.5,1,cm below,
1343,291,25.5,6,cm below,
1344,291,26.5,4,cm below,
1345,291,27.5,4,cm below,
1346,291,28.5,8,cm below,
1347,291,29.5,6,cm below,
1348,291,30.5,2,cm below,
1349,291,31.5,5,cm below,
1350,291,32.5,6,cm below,
1351,291,33.5,5,cm below,
1352,291,34.5,2,cm below,
1353,291,36.5,1,cm below,
1354,291,37.5,1,cm below,
1355,291,38.5,1,cm below,
1356,293,26.5,5,cm below,
1357,293,27.5,4,cm below,
1358,293,28.5,7,cm below,
1359,293,29.5,7,cm below,
1360,293,30.5,2,cm below,
1361,293,31.5,6,cm below,
1362,293,32.5,2,cm below,
1363,293,33.5,1,cm below,
1364,293,35.5,2,cm below,
1365,293,36.5,2,cm below,
1366,293,38.5,1,cm below,
1367,293,40.5,1,cm below,
1368,293,42.5,1,cm below,
1369,293,26.5,5,cm below,
1370,293,27.5,4,cm below,
1371,293,28.5,7,cm below,
1372,293,29.5,7,cm below,
1373,293,30.5,2,cm below,
1374,293,31.5,6,cm below,
1375,293,32.5,2,cm below,
1376,293,33.5,1,cm below,
1377,293,35.5,2,cm below,
1378,293,36.5,2,cm below,
1379,293,38.5,1,cm below,
1380,293,40.5,1,cm below,
1381,293,42.5,1,cm below,
1382,294,36.5,1,cm below,
1383,300,24.5,1,cm below,
1384,302,20.5,1,cm below,
1385,302,21.5,6,cm below,
1386,302,22.5,5,cm below,
1387,302,23.5,5,cm below,
1388,302,24.5,5,cm below,
1389,302,20.5,1,cm below,
1390,302,21.5,6,cm below,
1391,302,22.5,5,cm below,
1392,302,23.5,5,cm below,
1393,302,24.5,5,cm below,
1394,304,21.5,1,cm below,
1395,304,22.5,6,cm below,
1396,304,23.5,5,cm below,
1397,304,24.5,5,cm below,
1398,304,25.5,4,cm below,
1399,304,21.5,1,cm below,
1400,304,22.5,6,cm below,
1401,304,23.5,5,cm below,
1402,304,24.5,5,cm below,
1403,304,25.5,4,cm below,
1404,305,22.5,1,cm below,
1405,305,27.5,1,cm below,
1406,296,26.5,1,cm below,
1407,296,27.5,9,cm below,
1408,296,28.5,4,cm below,
1409,296,29.5,3,cm below,
1410,296,30.5,1,cm below,
1411,296,32.5,1,cm below,
1412,296,36.5,1,cm below,
1413,297,27.5,16,cm below,
1414,297,28.5,11,cm below,
1415,297,29.5,10,cm below,
1416,297,30.5,10,cm below,
1417,297,31.5,8,cm below,
1418,297,32.5,5,cm below,
1419,297,33.5,3,cm below,
1420,297,34.5,3,cm below,
1421,297,35.5,2,cm below,
1422,297,39.5,1,cm below,
1423,298,28.5,22,cm below,
1424,298,29.5,16,cm below,
1425,298,30.5,22,cm below,
1426,298,31.5,21,cm below,
1427,298,32.5,28,cm below,
1428,298,33.5,23,cm below,
1429,298,34.5,9,cm below,
1430,298,35.5,14,cm below,
1431,298,36.5,10,cm below,
1432,298,37.5,11,cm below,
1433,298,38.5,7,cm below,
1434,298,39.5,3,cm below,
1435,298,41.5,8,cm below,
1436,298,43.5,1,cm below,
1437,306,19.5,1,cm below,
1438,306,20.5,1,cm below,
1439,306,21.5,1,cm below,
1440,306,24.5,1,cm below,
1441,306,25.5,1,cm below,
1442,306,29.5,1,cm below,
1443,307,22.5,1,cm below,
1444,307,23.5,2,cm below,
1445,308,21.5,1,cm below,
1446,308,24.5,2,cm below,
1447,309,23.5,2,cm below,
1448,309,24.5,3,cm below,
1449,309,25.5,5,cm below,
1450,310,26.5,1,cm below,
1451,312,26.5,6,cm below,
1452,312,27.5,10,cm below,
1453,312,28.5,7,cm below,
1454,312,29.5,4,cm below,
1455,312,30.5,8,cm below,
1456,312,31.5,7,cm below,
1457,312,33.5,1,cm below,
1458,312,36.5,1,cm below,
1459,314,29.5,9,cm below,
1460,314,30.5,18,cm below,
1461,314,31.5,15,cm below,
1462,314,32.5,4,cm below,
1463,314,33.5,6,cm below,
1464,314,34.5,3,cm below,
1465,314,35.5,2,cm below,
1466,314,38.5,1,cm below,
1467,314,45.5,1,cm below,
1468,315,28.5,9,cm below,
1469,315,29.5,13,cm below,
1470,315,30.5,12,cm below,
1471,315,31.5,9,cm below,
1472,315,32.5,6,cm below,
1473,315,33.5,9,cm below,
1474,315,34.5,1,cm below,
1475,315,35.5,5,cm below,
1476,315,36.5,2,cm below,
1477,315,37.5,3,cm below,
1478,315,38.5,1,cm below,
1479,315,40.5,1,cm below,
1480,315,44.5,1,cm below,
1481,315,47.5,1,cm below,
1482,316,30.5,2,cm below,
1483,316,31.5,1,cm below,
1484,316,32.5,1,cm below,
1485,316,34.5,1,cm below,
1486,316,36.5,3,cm below,
1487,316,40.5,1,cm below,
1488,316,41.5,1,cm below,
1489,330,18.5,1,cm below,
1490,330,19.5,1,cm below,
1491,330,21.5,2,cm below,
1492,331,10.5,2,cm below,
1493,331,13.5,1,cm below,
1494,331,14.5,3,cm below,
1495,331,19.5,1,cm below,
1496,331,21.5,1,cm below,
1497,331,23.5,1,cm below,
1498,331,24.5,1,cm below,
1499,332,29.5,1,cm below,
1500,332,32.5,1,cm below,
1501,333,16.5,1,cm below,
1502,333,18.5,1,cm below,
1503,333,20.5,3,cm below,
1504,333,21.5,3,cm below,
1505,333,22.5,5,cm below,
1506,333,23.5,5,cm below,
1507,333,24.5,8,cm below,
1508,334,23.5,2,cm below,
1509,334,24.5,1,cm below,
1510,334,25.5,3,cm below,
1511,335,23.5,3,cm below,
1512,335,25.5,2,cm below,
1513,335,27.5,3,cm below,
1514,319,25.5,1,cm below,
1515,319,26.5,2,cm below,
1516,322,27.5,1,cm below,
1517,322,28.5,12,cm below,
1518,322,29.5,16,cm below,
1519,322,30.5,14,cm below,
1520,322,31.5,11,cm below,
1521,322,32.5,8,cm below,
1522,322,33.5,2,cm below,
1523,322,34.5,2,cm below,
1524,322,35.5,1,cm below,
1525,322,38.5,1,cm below,
1526,323,28.5,1,cm below,
1527,323,29.5,1,cm below,
1528,323,30.5,1,cm below,
1529,323,32.5,1,cm below,
1530,323,34.5,1,cm below,
1531,324,33.5,2,cm below,
1532,336,16.5,1,cm below,
1533,336,20.5,4,cm below,
1534,336,21.5,1,cm below,
1535,336,22.5,1,cm below,
1536,336,23.5,2,cm below,
1537,336,29.5,1,cm below,
1538,336,30.5,2,cm below,
1539,336,31.5,1,cm below,
1540,336,32.5,3,cm below,
1541,336,33.5,5,cm below,
1542,338,12.5,1,cm below,
1543,338,18.5,1,cm below,
1544,338,20.5,1,cm below,
1545,338,21.5,1,cm below,
1546,338,23.5,2,cm below,
1547,339,17.5,1,cm below,
1548,340,23.5,1,cm below,
1549,340,25.5,1,cm below,
1550,340,27.5,2,cm below,
1551,340,28.5,1,cm below,
1552,341,19.5,1,cm below,
1553,341,20.5,5,cm below,
1554,341,21.5,1,cm below,
1555,341,22.5,17,cm below,
1556,341,23.5,27,cm below,
1557,341,24.5,55,cm below,
1558,342,16.5,1,cm below,
1559,342,17.5,1,cm below,
1560,342,21.5,2,cm below,
1561,342,22.5,3,cm below,
1562,342,23.5,2,cm below,
1563,342,24.5,6,cm below,
1564,342,25.5,6,cm below,
1565,343,22.5,1,cm below,
1566,343,23.5,2,cm below,
1567,343,24.5,1,cm below,
1568,343,25.5,2,cm below,
1569,343,26.5,4,cm below,
1570,343,27.5,1,cm below,
1571,343,29.5,1,cm below,
1572,326,27.5,1,cm below,
1573,326,28.5,2,cm below,
1574,326,29.5,1,cm below,
1575,326,30.5,1,cm below,
1576,326,32.5,1,cm below,
1577,327,25.5,9,cm below,
1578,327,26.5,4,cm below,
1579,327,27.5,6,cm below,
1580,327,28.5,6,cm below,
1581,327,29.5,10,cm below,
1582,327,30.5,4,cm below,
1583,327,31.5,6,cm below,
1584,327,32.5,5,cm below,
1585,327,34.5,2,cm below,
1586,328,28.5,1,cm below,
1587,328,29.5,1,cm below,
1588,328,30.5,1,cm below,
1589,328,31.5,2,cm below,
1590,328,32.5,1,cm below,
1591,328,33.5,3,cm below,
1592,328,35.5,1,cm below,
1593,328,36.5,1,cm below,
1594,328,37.5,1,cm below,
1595,328,38.5,1,cm below,
1596,329,35.5,1,cm below,
1597,344,18.5,1,cm below,
1598,344,19.5,4,cm below,
1599,344,20.5,5,cm below,
1600,344,21.5,8,cm below,
1601,344,22.5,6,cm below,
1602,344,23.5,1,cm below,
1603,344,24.5,5,cm below,
1604,344,30.5,1,cm below,
1605,345,12.5,2,cm below,
1606,345,13.5,1,cm below,
1607,345,14.5,1,cm below,
1608,345,15.5,1,cm below,
1609,345,16.5,1,cm below,
1610,345,22.5,1,cm below,
1611,346,15.5,2,cm below,
1612,346,20.5,1,cm below,
1613,346,21.5,2,cm below,
1614,346,22.5,1,cm below,
1615,346,23.5,2,cm below,
1616,346,24.5,5,cm below,
1617,347,24.5,1,cm below,
1618,347,25.5,1,cm below,
1619,348,11.25,1,1/2 cm,
1620,348,12.25,1,1/2 cm,
1621,348,13.25,2,1/2 cm,
1622,348,13.75,1,1/2 cm,
1623,348,14.25,1,1/2 cm,
1624,348,16.75,1,1/2 cm,
1625,348,18.25,2,1/2 cm,
1626,348,18.75,1,1/2 cm,
1627,348,19.25,2,1/2 cm,
1628,348,19.75,3,1/2 cm,
1629,348,20.25,1,1/2 cm,
1630,348,20.75,6,1/2 cm,
1631,348,21.25,13,1/2 cm,
1632,348,21.75,20,1/2 cm,
1633,348,22.25,19,1/2 cm,
1634,348,22.75,19,1/2 cm,
1635,348,23.25,18,1/2 cm,
1636,348,23.75,14,1/2 cm,
1637,348,24.25,12,1/2 cm,
1638,348,24.75,15,1/2 cm,
1639,348,25.25,17,1/2 cm,
1640,348,25.75,24,1/2 cm,
1641,348,26.25,17,1/2 cm,
1642,348,26.75,37,1/2 cm,
1643,348,27.25,32,1/2 cm,
1644,348,27.75,32,1/2 cm,
1645,348,28.25,43,1/2 cm,
1646,348,28.75,44,1/2 cm,
1647,348,29.25,36,1/2 cm,
1648,348,29.75,37,1/2 cm,
1649,348,30.25,16,1/2 cm,
1650,348,30.75,6,1/2 cm,
1651,348,31.25,3,1/2 cm,
1652,348,31.75,4,1/2 cm,
1653,349,12.75,1,1/2 cm,
1654,352,14.75,1,1/2 cm,
1655,352,20.25,1,1/2 cm,
1656,352,20.75,6,1/2 cm,
1657,352,21.25,2,1/2 cm,
1658,352,21.75,3,1/2 cm,
1659,352,22.25,4,1/2 cm,
1660,352,22.75,4,1/2 cm,
1661,352,23.25,3,1/2 cm,
1662,352,23.75,4,1/2 cm,
1663,352,24.25,7,1/2 cm,
1664,352,24.75,6,1/2 cm,
1665,352,25.25,5,1/2 cm,
1666,352,25.75,27,1/2 cm,
1667,352,26.25,43,1/2 cm,
1668,352,26.75,45,1/2 cm,
1669,352,27.25,39,1/2 cm,
1670,352,27.75,51,1/2 cm,
1671,352,28.25,35,1/2 cm,
1672,352,28.75,26,1/2 cm,
1673,352,29.25,13,1/2 cm,
1674,352,29.75,4,1/2 cm,
1675,352,30.25,1,1/2 cm,
1676,352,30.75,3,1/2 cm,
1677,355,28.5,1,cm below,
1678,355,30.5,1,cm below,
1679,355,35.5,1,cm below,
1680,355,36.5,2,cm below,
1681,355,42.5,1,cm below,
1682,356,21.5,1,cm below,
1683,356,23.5,1,cm below,
1684,356,27.5,1,cm below,
1685,357,18.5,1,cm below,
1686,357,19.5,4,cm below,
1687,357,22.5,1,cm below,
1688,357,23.5,1,cm below,
1689,357,26.5,1,cm below,
1690,358,14.5,1,cm below,
1691,358,24.5,1,cm below,
1692,358,30.5,1,cm below,
1693,358,31.5,2,cm below,
1694,359,25.5,1,cm below,
1695,359,34.5,1,cm below,
1696,360,35.5,1,cm below,
1697,360,40.5,1,cm below,
1698,364,12.75,1,1/2 cm,
1699,366,26.5,1,cm below,
1700,369,35.5,1,cm below,
1701,371,26.5,1,cm below,
1702,371,27.5,3,cm below,
1703,371,28.5,6,cm below,
1704,371,29.5,1,cm below,
1705,371,30.5,2,cm below,
1706,371,31.5,5,cm below,
1707,371,32.5,1,cm below,
1708,371,33.5,2,cm below,
1709,371,34.5,2,cm below,
1710,372,19.5,2,cm below,
1711,372,20.5,1,cm below,
1712,372,22.5,1,cm below,
1713,372,23.5,3,cm below,
1714,372,25.5,2,cm below,
1715,372,26.5,1,cm below,
1716,374,35.5,2,cm below,
1717,374,36.5,1,cm below,
1718,374,38.5,2,cm below,
1719,374,39.5,1,cm below,
1720,375,26.5,3,cm below,
1721,377,17.5,1,cm below,
1722,378,22.5,1,cm below,
1723,378,24.5,3,cm below,
1724,378,25.5,7,cm below,
1725,378,26.5,2,cm below,
1726,378,27.5,10,cm below,
1727,378,28.5,10,cm below,
1728,378,29.5,15,cm below,
1729,378,30.5,5,cm below,
1730,378,31.5,9,cm below,
1731,378,32.5,2,cm below,
1732,378,33.5,3,cm below,
1733,378,34.5,2,cm below,
1734,379,23.5,2,cm below,
1735,379,24.5,1,cm below,
1736,379,25.5,2,cm below,
1737,379,26.5,1,cm below,
1738,379,27.5,5,cm below,
1739,379,28.5,1,cm below,
1740,379,29.5,1,cm below,
1741,380,16.5,1,cm below,
1742,381,18.5,1,cm below,
1743,382,17.5,2,cm below,
1744,382,18.5,9,cm below,
1745,382,19.5,11,cm below,
1746,382,20.5,6,cm below,
1747,382,21.5,4,cm below,
