ha_index,tr_index,fishing_depth_min,fishing_depth_max,water_depth,metier_lvl_5,metier_lvl_6,gear,mesh_size_range,selection_device,selection_device_mesh,target_species_group,target_species,number_species,total_catch,gear_addition,mesh_size,codend_mesh_size,footrope,footrope_length,jager_length,net_board_dist,net_horizontal,net_vertical,net_girth,curl_line_length,roller_diameter,beam_length,beam_chains,setnet_number,setnet_length,setnet_height,setnet_total_length,pinger,pinger_type,hooks,traps
250,207,-9,-9,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,4,8500,INNENSTEERT,-9,32,STANDARD,28,-9,-9,-9,16,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
251,208,-9,-9,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,20169,INNENSTEERT,-9,32,STANDARD,26,-9,-9,-9,16,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
252,209,-9,-9,22,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,7,20490, ,-9,32, ,26,-9,-9,-9,16,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
253,210,21,30,30,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,4,14700, ,-9,32, ,-9,-9,-9,40,15,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
254,211,-9,-9,23,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,5348,INNENSTEERT,-9,38,STANDARD,22,-9,-9,-9,16,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
255,212,17,24,29,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,1,15000, ,-9,36, ,-9,-9,-9,30,16,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
256,213,15,22,23,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,7,5500, ,-9,38, ,22,-9,-9,-9,16,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
257,214,16,17,21,PTM_SPF,PTM_SPF_32-104_0_0,PTM,32-104,0,0,SPF,181,8,10000, ,-9,36, ,25,-9,-9,-9,17,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
258,215,18,20,20,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,2,166, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,28,52.5,1.2,1470,,,-9,-9
259,216,16,19,19,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,8,310, ,150,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,14,50,2,700,,,-9,-9
260,217,16,18,18,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,3,9, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,7,50,2,350,,,-9,-9
261,217,16,18,18,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,5,11, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,7,50,2,350,,,-9,-9
262,217,13,16,16,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,6,9, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,50,2,400,,,-9,-9
263,218,7,7,7,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,411, ,125,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,2,50,,,-9,-9
264,219,13,20,20,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,6,300, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,30,50,3.5,1500,,,-9,-9
265,220,13,15,15,GNS_SPF,GNS_SPF_32-109_0_0,GTR,32-109,0,0,SPF,607,4,296,,140,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
266,221,2,6,6,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,5,382, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,50,2,,,,-9,-9
267,222,12,14,14,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,5,400, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,40,2,3,80,,,-9,-9
268,223,13,14,14,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,607,6,714, ,68,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,40,50,1.5,2000,,,-9,-9
269,223,11,12,12,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,607,4,166, ,55,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,2.5,1000,,,-9,-9
270,224,10,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,27, ,55,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,50,50,1.5,2500,,,-9,-9
271,224,12,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,6,200, ,65,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,2,1000,,,-9,-9
272,224,12,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,18, ,85,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,50,2,500,,,-9,-9
273,225,18,19,19,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,5,377, ,135,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,28,50,2,1400,,,-9,-9
274,226,22,22,22,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,604,3,81, ,28,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,3,80,6,240,,,-9,-9
275,227,17,19,19,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,6,224, ,135,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,80,50,2,4000,,,-9,-9
276,228,2,15,15,PTB_SPF,PTB_SPF_32-104_0_0,PTB,32-104,0,0,SPF,181,8,573, ,-9,40, ,27,-9,-9,-9,10.4,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
277,229,18,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,4,2269, ,-9,110, ,25,-9,-9,-9,2,240,-9,-9,-9,-9,-9,,,,,,-9,-9
278,230,18,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,7,2380, ,-9,120,STANDARD,25,-9,0,-9,1.3,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
279,231,15,20,20,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,604,6,-9, ,-9,120, ,12,-9,-9,-9,0.8,240,-9,-9,-9,-9,-9,,,,,,-9,-9
280,232,14,27,27,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,6,3460, ,-9,120, ,12,-9,-9,-9,0.8,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
281,233,11,18,18,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,293,5,350, ,-9,120, ,27,-9,-9,-9,0.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
282,234,28,30,30,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,5,106, ,60,130, ,17,-9,12,-9,1.7,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
283,234,40,42,42,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,4,76, ,60,130, ,17,-9,12,-9,1.7,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
284,235,14,14,14,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,3,355, ,60,130, ,17,-9,-9,-9,1.7,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
285,235,21,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,3,163, ,60,130, ,17,-9,-9,-9,1.7,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
286,236,35,42,42,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,4,95, ,110,120, ,17,-9,-9,-9,1.8,-9,180,-9,-9,-9,-9,,,,,,-9,-9
287,236,18,24,24,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,3,107, ,110,120, ,17,-9,-9,-9,1.8,-9,180,-9,-9,-9,-9,,,,,,-9,-9
288,237,17,22,22,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,4,204, ,130,130, ,17,-9,-9,-9,1.7,-9,180,-9,-9,-9,-9,,,,,,-9,-9
289,237,15,17,17,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,4,91, ,130,130, ,17,-9,-9,-9,1.7,-9,180,-9,-9,-9,-9,,,,,,-9,-9
290,238,17,20,20,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,181,7,249, ,110,120, ,18,-9,-9,-9,1.7,-9,180,-9,-9,-9,-9,,,,,,-9,-9
291,239,16,18,18,,,OTB,,,,,,8,3500, ,-9,120, ,14,-9,-9,-9,1.5,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
292,240,12,15,15,PTB_SPF,PTB_SPF_32-104_0_0,PTB,32-104,0,0,SPF,181,2,200, ,-9,40, ,27,-9,-9,-9,10.4,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
293,241,23,27,27,OTB_DEF,OTB_DEF_>=105_1_120,OTB,>=105,1,120,DEF,607,4,1002, ,112,126, ,16,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,,,,,,-9,-9
294,242,4,15,15,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,607,8,429, ,138,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,3,60,1.9,180,,,-9,-9
295,243,12,15,15,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,607,5,471, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,-9,2.5,,,,-9,-9
296,244,5,7,7,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,2205,,27,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,8,25,6,200,,,-9,-9
297,245,4,6,6,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,293,1,250, ,54,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,25,4,200,,,-9,-9
298,246,3,3,3,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,300,INNENSTEERT,56,-9,STANDARD,-9,-9,-9,,,-9,-9,-9,-9,-9,8,25,4,200,,,-9,-9
299,247,6,7,7,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,400, ,54,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,25,4,200,,,-9,-9
300,248,2,2,2,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,1000, ,56,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,25,-9,200,,,-9,-9
301,249,3,3,3,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,225, ,56,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,12,25,4,300,,,-9,-9
302,250,3,5,5,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,607,1,350, ,56,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,12,25,4,300,,,-9,-9
303,251,3,5,5,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,400,INNENSTEERT,56,-9,STANDARD,-9,-9,-9,,,-9,-9,-9,-9,-9,12,33,4,396,,,-9,-9
304,252,3,4,4,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,260,INNENSTEERT,56,-9,STANDARD,-9,-9,-9,,,-9,-9,-9,-9,-9,12,22,2.5,264,,,-9,-9
305,253,19,23,23,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,4,1107,INNENSTEERT,-9,130,STANDARD,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,-9,2.5,,,,-9,-9
306,254,13,19,19,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,5,208, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,60,2.5,60,,,-9,-9
307,255,19,23,23,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,7,1384, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,50,50,2,2500,,,-9,-9
308,256,10,15,15,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,7,127, ,70,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,40,50,3.5,2000,,,-9,-9
309,256,12,17,17,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,5,129, ,80,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,3,1000,,,-9,-9
310,256,5,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,7,152, ,55,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,70,50,1.7,3500,,,-9,-9
311,257,15,19,19,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,4,294, ,135,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,30,50,2,1500,,,-9,-9
312,258,3,7,7,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,607,1,500, ,56,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,8,25,4,200,,,-9,-9
313,259,4,6,6,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,181,1,500,INNENSTEERT,54,-9,STANDARD,-9,-9,-9,,,-9,-9,-9,-9,-9,8,25,5,200,,,-9,-9
314,260,18,19,19,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,5,344, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,2,50,,,-9,-9
315,261,7,9,9,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,25, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,50,2,500,,,-9,-9
316,261,7,9,9,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,17, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,50,2,500,,,-9,-9
317,261,7,9,9,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,57, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,50,2,500,,,-9,-9
318,262,7,8,8,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,24, ,100,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,0.8,50,,,-9,-9
319,262,7,8,8,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,41, ,100,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,0.7,50,,,-9,-9
320,262,14,17,17,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,9,124, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,2,50,2,100,,,-9,-9
321,263,12,13,13,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,4,9,,200,,,,,-9,,,,,,,,10,50,0.8,500,,,,
322,263,12,13,13,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,293,5,5,,200,,,,,-9,,,,,,,,10,50,0.8,500,,,,
323,263,9,12,12,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,4,20,,130,,,,,-9,,,,,,,,12,50,2,600,,,,
324,263,9,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,4,24,,130,,,,,-9,,,,,,,,12,50,2,600,,,,
325,263,9,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,19,,130,,,,,-9,,,,,,,,12,50,2,600,,,,
326,264,2,4,5,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,683,5,64, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,50,2,500,,,-9,-9
327,264,1,3,4,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,683,2,13, ,70,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,25,3,250,,,-9,-9
328,265,2,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,11, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,2,1000,,,-9,-9
329,265,2,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,25, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,2,1000,,,-9,-9
330,265,6,13,13,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,19, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,2,1000,,,-9,-9
331,266,10,14,14,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,6,35, ,210,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,50,70,2.1,3500,,,-9,-9
332,267,9,13,13,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,181,6,123, ,220,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,50,2,50,100,,,-9,-9
333,268,9,14,14,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,181,7,131, ,200,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,70,50,2,3500,,,-9,-9
334,269,9,19,19,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,181,6,122, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,2,1000,,,-9,-9
335,270,12,21,21,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,5,65, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,60,50,2,3000,,,-9,-9
336,271,8,10,10,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,5,121, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,19,50,1.6,950,,,-9,-9
337,272,7,7,7,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,604,1,6, ,28,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,4,50,5,200,,,-9,-9
338,273,4,4,4,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,1,25, ,110,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,12,55,0.7,660,,,-9,-9
339,273,5,6,6,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,1,7,,110,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,12,55,0.7,660,,,-9,-9
340,273,6,7,7,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,1,18,,110,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,12,55,0.7,660,,,-9,-9
341,273,5,6,6,GTR_DEF,GTR_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,2,12,,110,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,12,55,0.7,660,,,-9,-9
342,273,3,4,4,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,4,72,,140,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,6,50,1.5,300,,,-9,-9
343,274,7,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,2,19, ,113,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,22,50,1.7,1100,,,-9,-9
344,275,3,6,6,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,604,1,25, ,28,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,3,60,5,180,,,-9,-9
345,276,4,8,8,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,7,124, ,115,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,60,50,1.7,3000,,,-9,-9
346,277,10,14,14,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,4,180, ,115,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,35,50,2,1750,,,-9,-9
347,278,12,13,13,GTR_DEF,GTR_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,4,183, ,135,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,16,50,1.1,800,,,-9,-9
348,279,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,3,10, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,30,50,1.5,1500,,,-9,-9
349,280,4,6,6,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,4,42, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,15,25,1.2,375,,,-9,-9
350,281,11,14,14,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,604,4,22, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,10,70,1.1,700,,,-9,-9
351,282,3,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,8,715, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,50,2,,,,-9,-9
352,283,5,8,8,GNS_SPF,GNS_SPF_32-109_0_0,GNS,32-109,0,0,SPF,293,1,-9, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,-9,50,1.5,,,,-9,-9
353,284,17,22,22,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,1,585, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,28,50,2.2,1400,,,-9,-9
354,285,13,17,17,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,130, ,70,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,38,50,2,1900,,,-9,-9
355,286,12,17,17,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,607,3,116, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,24,50,2,1200,,,-9,-9
356,286,12,17,17,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,607,3,29, ,140,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,15,50,2,750,,,-9,-9
357,286,12,17,17,GNS_DEF,GNS_DEF_110-156_0_0,GTR,110-156,0,0,DEF,607,4,37, ,160,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,20,50,1.5,1000,,,-9,-9
358,287,5,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,4,13, ,115,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
359,287,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,7,13, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
360,287,15,20,20,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,5,41,,115,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.4,50,,,-9,-9
361,287,15,20,20,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,5,30,,130,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
362,287,17,20,20,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,5,20,,120,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
363,287,17,20,20,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,604,5,24,,130,-9,,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
364,288,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,2,2, ,115,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.4,50,,,-9,-9
365,288,12,14,14,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,27, ,115,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.4,50,,,-9,-9
366,288,15,17,17,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,21, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
367,288,15,18,18,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,10,76, ,125,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.7,50,,,-9,-9
368,288,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,23, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
369,289,5,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,3,1, ,115,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.4,50,,,-9,-9
370,289,10,10,10,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,-9,53, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
371,289,15,15,15,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,-9,26, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
372,289,15,20,20,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,-9,23, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
373,290,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,13, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
374,290,4,5,5,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,5,8, ,120,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.5,50,,,-9,-9
375,290,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,29, ,110,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.2,50,,,-9,-9
376,290,10,11,11,GNS_DEF,GNS_DEF_110-156_0_0,GNS,110-156,0,0,DEF,293,6,12, ,130,-9, ,-9,-9,-9,,,-9,-9,-9,-9,-9,1,50,1.8,50,,,-9,-9
